1.396724436124688111e+02,3.996320950778899928e-01,7.100000000000000000e+01
2.136186634347635902e+02,8.605714451279329325e-01,7.800000000000000000e+01
2.154977953351411486e+02,6.855951534491241395e-01,8.800000000000000000e+01
1.966600880478978581e+02,5.789267873576292578e-01,9.100000000000000000e+01
2.017063853199843493e+02,2.248149123539492367e-01,7.100000000000000000e+01
4.428752985272621459e+02,2.247956162689621340e-01,4.300000000000000000e+01
2.497689196231267488e+02,1.464668897345595688e-01,6.900000000000000000e+01
1.735062592499015750e+02,7.929409166199481440e-01,7.600000000000000000e+01
1.500526343087462351e+02,5.808920093945670882e-01,6.200000000000000000e+01
1.400774351735682899e+02,6.664580622368364571e-01,7.800000000000000000e+01
1.551692079370940007e+02,1.164675954366419658e-01,8.400000000000000000e+01
1.562887668587317762e+02,8.759278817295954589e-01,5.400000000000000000e+01
2.030402091859284042e+02,7.659541126403374145e-01,8.200000000000000000e+01
2.074052305478774940e+02,2.698712885426209351e-01,6.800000000000000000e+01
1.644247619851755644e+02,2.454599737656805170e-01,7.500000000000000000e+01
3.531297182290124965e+02,2.467236078827470536e-01,5.200000000000000000e+01
1.575813896542027521e+02,3.433937943676301785e-01,7.100000000000000000e+01
2.977777234867495508e+02,5.198051453057902505e-01,4.600000000000000000e+01
2.028288305266839586e+02,4.455560149136926218e-01,9.800000000000000000e+01
1.179694376421966098e+02,3.329833121584335753e-01,9.000000000000000000e+01
1.546195983060200945e+02,5.894823157779035538e-01,6.100000000000000000e+01
2.389589273774996343e+02,2.115950885216334731e-01,6.700000000000000000e+01
4.155084174714055507e+02,3.337157188281745235e-01,4.100000000000000000e+01
1.023808608548484074e+02,3.930894746349533619e-01,8.100000000000000000e+01
1.148646034381554699e+02,4.648559873736287651e-01,8.400000000000000000e+01
2.990919314373401789e+02,7.281407691144109462e-01,9.600000000000000000e+01
1.179721680005957580e+02,2.597390257266877778e-01,9.200000000000000000e+01
3.096715873481720678e+02,5.113875507308892621e-01,4.500000000000000000e+01
1.230659290363021654e+02,5.739316550896339519e-01,6.700000000000000000e+01
2.701483190744154967e+02,1.371603301759981852e-01,6.700000000000000000e+01
1.424416797401090946e+02,5.860358815211507144e-01,8.300000000000000000e+01
1.227325390281246200e+02,2.364192989498332398e-01,8.300000000000000000e+01
3.318525132400969255e+02,1.520412743882236239e-01,5.900000000000000000e+01
1.606061159175258410e+02,8.591084298026666621e-01,6.900000000000000000e+01
1.740082970776985576e+02,8.725056264596475764e-01,5.000000000000000000e+01
3.156042280078164595e+02,7.467178784931689517e-01,9.700000000000000000e+01
1.417605383613617960e+02,3.436910153386965594e-01,9.400000000000000000e+01
2.528487742384334069e+02,1.781376912051071126e-01,6.700000000000000000e+01
1.276714030703705305e+02,6.473864212097255599e-01,6.400000000000000000e+01
1.022227758287654638e+02,4.521219949916810421e-01,7.800000000000000000e+01
2.048608623424573807e+02,1.976305878758230772e-01,7.200000000000000000e+01
3.598066240557761262e+02,4.961415280890161816e-01,4.000000000000000000e+01
1.274576453042341200e+02,1.275108168921747220e-01,9.600000000000000000e+01
1.412046453356949769e+02,8.274563216630257401e-01,6.600000000000000000e+01
